b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_991812',b'15' 
b'doubleTwelveTaskFragmentReceived:_740827',b'9' 
b'doubleTwelveTaskFragmentReceived:_63309',b'6' 
b'doubleTwelveTaskFragmentReceived:_784677',b'12' 
b'doubleTwelveTaskFragmentReceived:_972379',b'3' 
b'doubleTwelveTaskFragmentReceived:_840388',b'16' 
b'doubleTwelveTaskFragmentReceived:_761144',b'3' 
b'doubleTwelveTaskFragmentReceived:_291035',b'6' 
b'doubleTwelveTaskFragmentReceived:_202440',b'15' 
b'doubleTwelveTaskFragmentReceived:_871870',b'8' 
b'doubleTwelveTaskFragmentReceived:_1074187',b'6' 
b'doubleTwelveTaskFragmentReceived:_598836',b'6' 
b'doubleTwelveTaskFragmentReceived:_191206',b'3' 
b'doubleTwelveTaskFragmentReceived:_791734',b'6' 
b'doubleTwelveTaskFragmentReceived:_640913',b'9' 
b'doubleTwelveTaskFragmentReceived:_846266',b'3' 
b'doubleTwelveTaskFragmentReceived:_28559',b'4' 
b'doubleTwelveTaskFragmentReceived:_836758',b'15' 
b'doubleTwelveTaskFragmentReceived:_1050956',b'3' 
b'doubleTwelveTaskFragmentReceived:_1032977',b'3' 
b'doubleTwelveTaskFragmentReceived:_531071',b'2' 
b'doubleTwelveTaskFragmentReceived:_1009830',b'12' 
b'doubleTwelveTaskFragmentReceived:_1085068',b'3' 
b'doubleTwelveTaskFragmentReceived:_292659',b'4' 
b'doubleTwelveTaskFragmentReceived:_898456',b'12' 
b'doubleTwelveTaskFragmentReceived:_1089372',b'3' 
b'doubleTwelveTaskFragmentReceived:_647525',b'3' 
b'doubleTwelveTaskFragmentReceived:_980850',b'6' 
b'doubleTwelveTaskFragmentReceived:_1057284',b'5' 
b'doubleTwelveTaskFragmentReceived:_509044',b'7' 
b'doubleTwelveTaskFragmentReceived:_142567',b'3' 
b'doubleTwelveTaskFragmentReceived:_194761',b'3' 
b'doubleTwelveTaskFragmentReceived:_291301',b'3' 
b'doubleTwelveTaskFragmentReceived:_1009796',b'3' 
b'doubleTwelveTaskFragmentReceived:_558721',b'3' 
b'doubleTwelveTaskFragmentReceived:_758711',b'15' 
b'doubleTwelveTaskFragmentReceived:_808364',b'6' 
b'doubleTwelveTaskFragmentReceived:_904827',b'15' 
b'doubleTwelveTaskFragmentReceived:_1087146',b'3' 
b'doubleTwelveTaskFragmentReceived:_77032',b'3' 
b'doubleTwelveTaskFragmentReceived:_640326',b'12' 
b'doubleTwelveTaskFragmentReceived:_167584',b'7' 
b'doubleTwelveTaskFragmentReceived:_787459',b'15' 
b'doubleTwelveTaskFragmentReceived:_180282',b'4' 
b'doubleTwelveTaskFragmentReceived:_262784',b'3' 
b'doubleTwelveTaskFragmentReceived:_846103',b'9' 
b'doubleTwelveTaskFragmentReceived:_806106',b'15' 
b'doubleTwelveTaskFragmentReceived:_446737',b'15' 
b'doubleTwelveTaskFragmentReceived:_691288',b'4' 
b'doubleTwelveTaskFragmentReceived:_200688',b'8' 
b'doubleTwelveTaskFragmentReceived:_9159',b'12' 
b'doubleTwelveTaskFragmentReceived:_521536',b'12' 
b'doubleTwelveTaskFragmentReceived:_1029097',b'3' 
b'doubleTwelveTaskFragmentReceived:_221833',b'6' 
b'doubleTwelveTaskFragmentReceived:_1051674',b'3' 
b'doubleTwelveTaskFragmentReceived:_188017',b'9' 
b'doubleTwelveTaskFragmentReceived:_470248',b'8' 
b'doubleTwelveTaskFragmentReceived:_782960',b'6' 
b'doubleTwelveTaskFragmentReceived:_444882',b'2' 
b'doubleTwelveTaskFragmentReceived:_1068076',b'3' 
b'doubleTwelveTaskFragmentReceived:_886748',b'5' 
b'doubleTwelveTaskFragmentReceived:_968398',b'13' 
b'doubleTwelveTaskFragmentReceived:_712377',b'3' 
b'doubleTwelveTaskFragmentReceived:_167080',b'3' 
b'doubleTwelveTaskFragmentReceived:_249319',b'6' 
b'doubleTwelveTaskFragmentReceived:_759361',b'6' 
b'doubleTwelveTaskFragmentReceived:_477042',b'3' 
b'doubleTwelveTaskFragmentReceived:_1035007',b'6' 
b'doubleTwelveTaskFragmentReceived:_1010163',b'3' 
b'doubleTwelveTaskFragmentReceived:_877774',b'2' 
b'doubleTwelveTaskFragmentReceived:_625624',b'3' 
b'doubleTwelveTaskFragmentReceived:_569492',b'10' 
b'doubleTwelveTaskFragmentReceived:_122141',b'9' 
b'doubleTwelveTaskFragmentReceived:_762099',b'6' 
b'doubleTwelveTaskFragmentReceived:_1013278',b'6' 
b'doubleTwelveTaskFragmentReceived:_196415',b'15' 
b'doubleTwelveTaskFragmentReceived:_980229',b'3' 
b'doubleTwelveTaskFragmentReceived:_10512',b'3' 
b'doubleTwelveTaskFragmentReceived:_921120',b'18' 
b'doubleTwelveTaskFragmentReceived:_889525',b'15' 
b'doubleTwelveTaskFragmentReceived:_687851',b'8' 
b'doubleTwelveTaskFragmentReceived:_423626',b'9' 
b'doubleTwelveTaskFragmentReceived:_775397',b'4' 
b'doubleTwelveTaskFragmentReceived:_779934',b'6' 
b'doubleTwelveTaskFragmentReceived:_794957',b'6' 
b'doubleTwelveTaskFragmentReceived:_15046',b'3' 
b'doubleTwelveTaskFragmentReceived:_92179',b'15' 
b'doubleTwelveTaskFragmentReceived:_838671',b'8' 
b'doubleTwelveTaskFragmentReceived:_435902',b'4' 
b'doubleTwelveTaskFragmentReceived:_768528',b'6' 
b'doubleTwelveTaskFragmentReceived:_926217',b'6' 
b'doubleTwelveTaskFragmentReceived:_35220',b'14' 
b'doubleTwelveTaskFragmentReceived:_291007',b'13' 
b'doubleTwelveTaskFragmentReceived:_813975',b'6' 
b'doubleTwelveTaskFragmentReceived:_931238',b'11' 
b'doubleTwelveTaskFragmentReceived:_902468',b'15' 
b'doubleTwelveTaskFragmentReceived:_875309',b'13' 
b'doubleTwelveTaskFragmentReceived:_357176',b'12' 
b'doubleTwelveTaskFragmentReceived:_537238',b'5' 
b'doubleTwelveTaskFragmentReceived:_384144',b'17' 
b'doubleTwelveTaskFragmentReceived:_219734',b'3' 
b'doubleTwelveTaskFragmentReceived:_651611',b'3' 
b'doubleTwelveTaskFragmentReceived:_653601',b'6' 
b'doubleTwelveTaskFragmentReceived:_379647',b'4' 
b'doubleTwelveTaskFragmentReceived:_648761',b'3' 
b'doubleTwelveTaskFragmentReceived:_879013',b'3' 
b'doubleTwelveTaskFragmentReceived:_964576',b'9' 
b'doubleTwelveTaskFragmentReceived:_1036962',b'3' 
b'doubleTwelveTaskFragmentReceived:_677881',b'3' 
b'doubleTwelveTaskFragmentReceived:_957466',b'6' 
b'doubleTwelveTaskFragmentReceived:_448444',b'12' 
b'doubleTwelveTaskFragmentReceived:_502667',b'6' 
b'doubleTwelveTaskFragmentReceived:_1004621',b'3' 
b'doubleTwelveTaskFragmentReceived:_490324',b'3' 
b'doubleTwelveTaskFragmentReceived:_758997',b'3' 
b'doubleTwelveTaskFragmentReceived:_431805',b'3' 
b'doubleTwelveTaskFragmentReceived:_468281',b'18' 
b'doubleTwelveTaskFragmentReceived:_719173',b'3' 
b'doubleTwelveTaskFragmentReceived:_378518',b'3' 
b'doubleTwelveTaskFragmentReceived:_1038512',b'3' 
b'doubleTwelveTaskFragmentReceived:_308940',b'9' 
b'doubleTwelveTaskFragmentReceived:_682619',b'8' 
b'doubleTwelveTaskFragmentReceived:_220975',b'3' 
b'doubleTwelveTaskFragmentReceived:_898742',b'9' 
b'doubleTwelveTaskFragmentReceived:_852624',b'5' 
b'doubleTwelveTaskFragmentReceived:_716652',b'3' 
b'doubleTwelveTaskFragmentReceived:_200407',b'9' 
b'doubleTwelveTaskFragmentReceived:_840075',b'6' 
b'doubleTwelveTaskFragmentReceived:_497932',b'15' 
b'doubleTwelveTaskFragmentReceived:_94751',b'15' 
b'doubleTwelveTaskFragmentReceived:_900696',b'12' 
b'doubleTwelveTaskFragmentReceived:_270716',b'6' 
b'doubleTwelveTaskFragmentReceived:_647062',b'6' 
b'doubleTwelveTaskFragmentReceived:_301591',b'15' 
b'doubleTwelveTaskFragmentReceived:_206841',b'11' 
b'doubleTwelveTaskFragmentReceived:_377166',b'2' 
b'doubleTwelveTaskFragmentReceived:_402744',b'15' 
b'doubleTwelveTaskFragmentReceived:_385178',b'3' 
b'doubleTwelveTaskFragmentReceived:_808344',b'8' 
b'doubleTwelveTaskFragmentReceived:_177834',b'3' 
b'doubleTwelveTaskFragmentReceived:_228992',b'12' 
b'doubleTwelveTaskFragmentReceived:_80412',b'7' 
b'doubleTwelveTaskFragmentReceived:_888713',b'6' 
b'doubleTwelveTaskFragmentReceived:_68476',b'15' 
b'doubleTwelveTaskFragmentReceived:_1010051',b'5' 
b'doubleTwelveTaskFragmentReceived:_883500',b'12' 
b'doubleTwelveTaskFragmentReceived:_1013386',b'3' 
b'doubleTwelveTaskFragmentReceived:_207451',b'8' 
b'doubleTwelveTaskFragmentReceived:_214775',b'3' 
b'doubleTwelveTaskFragmentReceived:_298006',b'6' 
b'doubleTwelveTaskFragmentReceived:_492009',b'6' 
b'doubleTwelveTaskFragmentReceived:_1062186',b'3' 
b'doubleTwelveTaskFragmentReceived:_377493',b'9' 
b'doubleTwelveTaskFragmentReceived:_1035162',b'6' 
b'doubleTwelveTaskFragmentReceived:_576118',b'3' 
b'doubleTwelveTaskFragmentReceived:_239180',b'14' 
b'doubleTwelveTaskFragmentReceived:_747181',b'15' 
b'doubleTwelveTaskFragmentReceived:_270693',b'15' 
b'doubleTwelveTaskFragmentReceived:_95241',b'6' 
b'doubleTwelveTaskFragmentReceived:_966179',b'3' 
b'doubleTwelveTaskFragmentReceived:_158920',b'6' 
b'doubleTwelveTaskFragmentReceived:_835671',b'3' 
b'doubleTwelveTaskFragmentReceived:_809239',b'9' 
b'doubleTwelveTaskFragmentReceived:_933526',b'3' 
b'doubleTwelveTaskFragmentReceived:_233840',b'13' 
b'doubleTwelveTaskFragmentReceived:_237877',b'4' 
b'doubleTwelveTaskFragmentReceived:_667401',b'5' 
b'doubleTwelveTaskFragmentReceived:_712484',b'7' 
b'doubleTwelveTaskFragmentReceived:_787340',b'12' 
b'doubleTwelveTaskFragmentReceived:_326607',b'2' 
b'doubleTwelveTaskFragmentReceived:_250018',b'3' 
b'doubleTwelveTaskFragmentReceived:_328282',b'5' 
b'doubleTwelveTaskFragmentReceived:_1070504',b'6' 
b'doubleTwelveTaskFragmentReceived:_612809',b'12' 
b'doubleTwelveTaskFragmentReceived:_103564',b'6' 
b'doubleTwelveTaskFragmentReceived:_587388',b'3' 
b'doubleTwelveTaskFragmentReceived:_444398',b'3' 
b'doubleTwelveTaskFragmentReceived:_358017',b'10' 
b'doubleTwelveTaskFragmentReceived:_845786',b'6' 
b'doubleTwelveTaskFragmentReceived:_495217',b'12' 
b'doubleTwelveTaskFragmentReceived:_1070890',b'6' 
b'doubleTwelveTaskFragmentReceived:_1042594',b'10' 
b'doubleTwelveTaskFragmentReceived:_377692',b'9' 
b'doubleTwelveTaskFragmentReceived:_1041659',b'3' 
b'doubleTwelveTaskFragmentReceived:_646494',b'15' 
b'doubleTwelveTaskFragmentReceived:_985181',b'11' 
b'doubleTwelveTaskFragmentReceived:_299974',b'15' 
b'doubleTwelveTaskFragmentReceived:_706614',b'3' 
b'doubleTwelveTaskFragmentReceived:_263339',b'15' 
b'doubleTwelveTaskFragmentReceived:_7897',b'5' 
b'doubleTwelveTaskFragmentReceived:_190496',b'2' 
b'doubleTwelveTaskFragmentReceived:_360955',b'6' 
b'doubleTwelveTaskFragmentReceived:_466868',b'15' 
b'doubleTwelveTaskFragmentReceived:_186398',b'14' 
b'doubleTwelveTaskFragmentReceived:_1067270',b'6' 
b'doubleTwelveTaskFragmentReceived:_704793',b'3' 
b'doubleTwelveTaskFragmentReceived:_677073',b'15' 
b'doubleTwelveTaskFragmentReceived:_1057276',b'6' 
b'doubleTwelveTaskFragmentReceived:_234164',b'3' 
b'doubleTwelveTaskFragmentReceived:_8065',b'3' 
b'doubleTwelveTaskFragmentReceived:_22298',b'4' 
b'doubleTwelveTaskFragmentReceived:_35492',b'9' 
b'doubleTwelveTaskFragmentReceived:_923858',b'6' 
b'doubleTwelveTaskFragmentReceived:_97812',b'11' 
b'doubleTwelveTaskFragmentReceived:_148029',b'3' 
b'doubleTwelveTaskFragmentReceived:_341934',b'11' 
b'doubleTwelveTaskFragmentReceived:_1036820',b'3' 
b'doubleTwelveTaskFragmentReceived:_358173',b'9' 
b'doubleTwelveTaskFragmentReceived:_982333',b'8' 
b'doubleTwelveTaskFragmentReceived:_1046560',b'3' 
b'doubleTwelveTaskFragmentReceived:_502245',b'9' 
b'doubleTwelveTaskFragmentReceived:_534665',b'3' 
b'doubleTwelveTaskFragmentReceived:_678479',b'3' 
b'doubleTwelveTaskFragmentReceived:_699064',b'3' 
b'doubleTwelveTaskFragmentReceived:_508131',b'15' 
b'doubleTwelveTaskFragmentReceived:_718418',b'6' 
b'doubleTwelveTaskFragmentReceived:_514226',b'2' 
b'doubleTwelveTaskFragmentReceived:_190728',b'3' 
b'doubleTwelveTaskFragmentReceived:_235682',b'3' 
b'doubleTwelveTaskFragmentReceived:_846500',b'3' 
b'doubleTwelveTaskFragmentReceived:_420947',b'7' 
b'doubleTwelveTaskFragmentReceived:_1080173',b'3' 
b'doubleTwelveTaskFragmentReceived:_332981',b'3' 
b'doubleTwelveTaskFragmentReceived:_317244',b'12' 
b'doubleTwelveTaskFragmentReceived:_158981',b'6' 
b'doubleTwelveTaskFragmentReceived:_1089679',b'3' 
b'doubleTwelveTaskFragmentReceived:_122060',b'9' 
b'doubleTwelveTaskFragmentReceived:_167704',b'8' 
b'doubleTwelveTaskFragmentReceived:_186291',b'9' 
b'doubleTwelveTaskFragmentReceived:_177563',b'11' 
b'doubleTwelveTaskFragmentReceived:_437069',b'15' 
b'doubleTwelveTaskFragmentReceived:_684560',b'4' 
b'doubleTwelveTaskFragmentReceived:_604400',b'2' 
b'doubleTwelveTaskFragmentReceived:_190704',b'8' 
b'doubleTwelveTaskFragmentReceived:_884517',b'3' 
b'doubleTwelveTaskFragmentReceived:_85175',b'3' 
b'doubleTwelveTaskFragmentReceived:_672521',b'7' 
b'doubleTwelveTaskFragmentReceived:_919679',b'3' 
b'doubleTwelveTaskFragmentReceived:_981518',b'3' 
b'doubleTwelveTaskFragmentReceived:_329667',b'3' 
b'doubleTwelveTaskFragmentReceived:_832260',b'3' 
b'doubleTwelveTaskFragmentReceived:_1050497',b'9' 
b'doubleTwelveTaskFragmentReceived:_203293',b'9' 
b'doubleTwelveTaskFragmentReceived:_250937',b'12' 
b'doubleTwelveTaskFragmentReceived:_745772',b'2' 
b'doubleTwelveTaskFragmentReceived:_285064',b'3' 
b'doubleTwelveTaskFragmentReceived:_64912',b'3' 
b'doubleTwelveTaskFragmentReceived:_21939',b'15' 
b'doubleTwelveTaskFragmentReceived:_1042407',b'6' 
b'doubleTwelveTaskFragmentReceived:_807091',b'4' 
b'doubleTwelveTaskFragmentReceived:_1053856',b'3' 
b'doubleTwelveTaskFragmentReceived:_291832',b'8' 
b'doubleTwelveTaskFragmentReceived:_787276',b'3' 
b'doubleTwelveTaskFragmentReceived:_711950',b'3' 
b'doubleTwelveTaskFragmentReceived:_676171',b'12' 
b'doubleTwelveTaskFragmentReceived:_266303',b'6' 
b'doubleTwelveTaskFragmentReceived:_347363',b'9' 
b'doubleTwelveTaskFragmentReceived:_7452',b'6' 
b'doubleTwelveTaskFragmentReceived:_875293',b'6' 
b'doubleTwelveTaskFragmentReceived:_633088',b'12' 
b'doubleTwelveTaskFragmentReceived:_5601',b'5' 
b'doubleTwelveTaskFragmentReceived:_641374',b'12' 
b'doubleTwelveTaskFragmentReceived:_22097',b'2' 
b'doubleTwelveTaskFragmentReceived:_980347',b'11' 
b'doubleTwelveTaskFragmentReceived:_654575',b'17' 
b'doubleTwelveTaskFragmentReceived:_288601',b'6' 
b'doubleTwelveTaskFragmentReceived:_591704',b'3' 
b'doubleTwelveTaskFragmentReceived:_234094',b'3' 
b'doubleTwelveTaskFragmentReceived:_584791',b'3' 
b'doubleTwelveTaskFragmentReceived:_928507',b'3' 
b'doubleTwelveTaskFragmentReceived:_684655',b'11' 
b'doubleTwelveTaskFragmentReceived:_96810',b'6' 
b'doubleTwelveTaskFragmentReceived:_478260',b'5' 
b'doubleTwelveTaskFragmentReceived:_386292',b'12' 
b'doubleTwelveTaskFragmentReceived:_904180',b'6' 
b'doubleTwelveTaskFragmentReceived:_752116',b'6' 
b'doubleTwelveTaskFragmentReceived:_265285',b'12' 
b'doubleTwelveTaskFragmentReceived:_136503',b'6' 
b'doubleTwelveTaskFragmentReceived:_454508',b'6' 
b'doubleTwelveTaskFragmentReceived:_249876',b'15' 
b'doubleTwelveTaskFragmentReceived:_1010830',b'6' 
b'doubleTwelveTaskFragmentReceived:_541489',b'15' 
b'doubleTwelveTaskFragmentReceived:_843115',b'3' 
b'doubleTwelveTaskFragmentReceived:_837323',b'11' 
b'doubleTwelveTaskFragmentReceived:_794108',b'6' 
b'doubleTwelveTaskFragmentReceived:_931622',b'2' 
b'doubleTwelveTaskFragmentReceived:_584182',b'5' 
b'doubleTwelveTaskFragmentReceived:_370754',b'3' 
b'doubleTwelveTaskFragmentReceived:_583591',b'6' 
b'doubleTwelveTaskFragmentReceived:_5197',b'3' 
b'doubleTwelveTaskFragmentReceived:_518838',b'6' 
b'doubleTwelveTaskFragmentReceived:_705028',b'18' 
b'doubleTwelveTaskFragmentReceived:_919474',b'6' 
b'doubleTwelveTaskFragmentReceived:_115985',b'6' 
b'doubleTwelveTaskFragmentReceived:_1083599',b'6' 
b'doubleTwelveTaskFragmentReceived:_308533',b'12' 
b'doubleTwelveTaskFragmentReceived:_159851',b'11' 
b'doubleTwelveTaskFragmentReceived:_326180',b'5' 
b'doubleTwelveTaskFragmentReceived:_1015406',b'3' 
b'doubleTwelveTaskFragmentReceived:_265950',b'3' 
b'doubleTwelveTaskFragmentReceived:_352349',b'17' 
b'doubleTwelveTaskFragmentReceived:_1047981',b'3' 
b'doubleTwelveTaskFragmentReceived:_248787',b'11' 
b'doubleTwelveTaskFragmentReceived:_806381',b'6' 
b'doubleTwelveTaskFragmentReceived:_535334',b'11' 
b'doubleTwelveTaskFragmentReceived:_1074596',b'4' 
b'doubleTwelveTaskFragmentReceived:_718191',b'12' 
b'doubleTwelveTaskFragmentReceived:_449780',b'15' 
b'doubleTwelveTaskFragmentReceived:_645610',b'2' 
b'doubleTwelveTaskFragmentReceived:_928677',b'3' 
b'doubleTwelveTaskFragmentReceived:_350513',b'8' 
b'doubleTwelveTaskFragmentReceived:_695382',b'2' 
b'doubleTwelveTaskFragmentReceived:_985358',b'3' 
b'doubleTwelveTaskFragmentReceived:_850575',b'9' 
b'doubleTwelveTaskFragmentReceived:_579727',b'7' 
b'doubleTwelveTaskFragmentReceived:_972389',b'14' 
b'doubleTwelveTaskFragmentReceived:_186310',b'3' 
b'doubleTwelveTaskFragmentReceived:_903718',b'12' 
b'doubleTwelveTaskFragmentReceived:_793490',b'9' 
b'doubleTwelveTaskFragmentReceived:_584480',b'14' 
b'doubleTwelveTaskFragmentReceived:_255961',b'14' 
b'doubleTwelveTaskFragmentReceived:_904667',b'6' 
b'doubleTwelveTaskFragmentReceived:_817309',b'5' 
b'doubleTwelveTaskFragmentReceived:_442828',b'3' 
b'doubleTwelveTaskFragmentReceived:_1079048',b'6' 
b'doubleTwelveTaskFragmentReceived:_240848',b'6' 
b'doubleTwelveTaskFragmentReceived:_780167',b'17' 
b'doubleTwelveTaskFragmentReceived:_515067',b'11' 
b'doubleTwelveTaskFragmentReceived:_348856',b'8' 
b'doubleTwelveTaskFragmentReceived:_717803',b'8' 
b'doubleTwelveTaskFragmentReceived:_17646',b'7' 
b'doubleTwelveTaskFragmentReceived:_324301',b'15' 
b'doubleTwelveTaskFragmentReceived:_1023286',b'6' 
b'doubleTwelveTaskFragmentReceived:_355797',b'6' 
b'doubleTwelveTaskFragmentReceived:_344468',b'3' 
b'doubleTwelveTaskFragmentReceived:_434742',b'3' 
b'doubleTwelveTaskFragmentReceived:_125768',b'15' 
b'doubleTwelveTaskFragmentReceived:_929509',b'5' 
b'doubleTwelveTaskFragmentReceived:_747777',b'17' 
b'doubleTwelveTaskFragmentReceived:_521116',b'8' 
b'doubleTwelveTaskFragmentReceived:_724944',b'15' 
b'doubleTwelveTaskFragmentReceived:_714228',b'12' 
b'doubleTwelveTaskFragmentReceived:_1045949',b'3' 
b'doubleTwelveTaskFragmentReceived:_1078015',b'3' 
b'doubleTwelveTaskFragmentReceived:_833938',b'3' 
b'doubleTwelveTaskFragmentReceived:_171120',b'15' 
b'doubleTwelveTaskFragmentReceived:_30348',b'3' 
b'doubleTwelveTaskFragmentReceived:_1056573',b'6' 
b'doubleTwelveTaskFragmentReceived:_879215',b'17' 
b'doubleTwelveTaskFragmentReceived:_1051123',b'3' 
b'doubleTwelveTaskFragmentReceived:_1018172',b'3' 
b'doubleTwelveTaskFragmentReceived:_222489',b'3' 
b'doubleTwelveTaskFragmentReceived:_318530',b'8' 
b'doubleTwelveTaskFragmentReceived:_696523',b'2' 
b'doubleTwelveTaskFragmentReceived:_946108',b'3' 
b'doubleTwelveTaskFragmentReceived:_590981',b'12' 
b'doubleTwelveTaskFragmentReceived:_190900',b'12' 
b'doubleTwelveTaskFragmentReceived:_845213',b'6' 
b'doubleTwelveTaskFragmentReceived:_292034',b'4' 
b'doubleTwelveTaskFragmentReceived:_729517',b'6' 
b'doubleTwelveTaskFragmentReceived:_978030',b'5' 
b'doubleTwelveTaskFragmentReceived:_187156',b'10' 
b'doubleTwelveTaskFragmentReceived:_887841',b'6' 
b'doubleTwelveTaskFragmentReceived:_456756',b'15' 
b'doubleTwelveTaskFragmentReceived:_841004',b'5' 
b'doubleTwelveTaskFragmentReceived:_784317',b'3' 
b'doubleTwelveTaskFragmentReceived:_983178',b'3' 
b'doubleTwelveTaskFragmentReceived:_485550',b'6' 
b'doubleTwelveTaskFragmentReceived:_670186',b'6' 
b'doubleTwelveTaskFragmentReceived:_590697',b'6' 
b'doubleTwelveTaskFragmentReceived:_1047896',b'8' 
b'doubleTwelveTaskFragmentReceived:_906827',b'10' 
b'doubleTwelveTaskFragmentReceived:_850194',b'3' 
b'doubleTwelveTaskFragmentReceived:_1046355',b'6' 
b'doubleTwelveTaskFragmentReceived:_974113',b'6' 
b'doubleTwelveTaskFragmentReceived:_440349',b'4' 
b'doubleTwelveTaskFragmentReceived:_653053',b'6' 
b'doubleTwelveTaskFragmentReceived:_734318',b'5' 
b'doubleTwelveTaskFragmentReceived:_34083',b'15' 
b'doubleTwelveTaskFragmentReceived:_448839',b'15' 
b'doubleTwelveTaskFragmentReceived:_684892',b'3' 
b'doubleTwelveTaskFragmentReceived:_916194',b'6' 
b'doubleTwelveTaskFragmentReceived:_1016452',b'3' 
b'doubleTwelveTaskFragmentReceived:_754234',b'3' 
b'doubleTwelveTaskFragmentReceived:_373474',b'6' 
b'doubleTwelveTaskFragmentReceived:_885194',b'3' 
b'doubleTwelveTaskFragmentReceived:_178021',b'13' 
b'doubleTwelveTaskFragmentReceived:_201987',b'6' 
b'doubleTwelveTaskFragmentReceived:_16862',b'12' 
b'doubleTwelveTaskFragmentReceived:_276879',b'11' 
b'doubleTwelveTaskFragmentReceived:_749864',b'9' 
b'doubleTwelveTaskFragmentReceived:_984177',b'6' 
b'doubleTwelveTaskFragmentReceived:_1014115',b'12' 
b'doubleTwelveTaskFragmentReceived:_785730',b'10' 
b'doubleTwelveTaskFragmentReceived:_446438',b'2' 
b'doubleTwelveTaskFragmentReceived:_5247',b'12' 
b'doubleTwelveTaskFragmentReceived:_394623',b'6' 
b'doubleTwelveTaskFragmentReceived:_76898',b'6' 
b'doubleTwelveTaskFragmentReceived:_1003366',b'3' 
b'doubleTwelveTaskFragmentReceived:_296951',b'10' 
b'doubleTwelveTaskFragmentReceived:_550032',b'11' 
b'doubleTwelveTaskFragmentReceived:_958105',b'6' 
b'doubleTwelveTaskFragmentReceived:_416094',b'6' 
b'doubleTwelveTaskFragmentReceived:_981124',b'9' 
b'doubleTwelveTaskFragmentReceived:_895480',b'3' 
b'doubleTwelveTaskFragmentReceived:_220923',b'3' 
b'doubleTwelveTaskFragmentReceived:_1051256',b'2' 
b'doubleTwelveTaskFragmentReceived:_96231',b'15' 
b'doubleTwelveTaskFragmentReceived:_887982',b'9' 
b'doubleTwelveTaskFragmentReceived:_985328',b'3' 
b'doubleTwelveTaskFragmentReceived:_1039494',b'3' 
b'doubleTwelveTaskFragmentReceived:_819969',b'15' 
b'doubleTwelveTaskFragmentReceived:_824708',b'3' 
b'doubleTwelveTaskFragmentReceived:_7420',b'6' 
b'doubleTwelveTaskFragmentReceived:_781365',b'12' 
b'doubleTwelveTaskFragmentReceived:_1024281',b'3' 
b'doubleTwelveTaskFragmentReceived:_444508',b'2' 
b'doubleTwelveTaskFragmentReceived:_245891',b'6' 
b'doubleTwelveTaskFragmentReceived:_1066810',b'6' 
b'doubleTwelveTaskFragmentReceived:_724443',b'12' 
b'doubleTwelveTaskFragmentReceived:_674788',b'14' 
b'doubleTwelveTaskFragmentReceived:_574286',b'17' 
b'doubleTwelveTaskFragmentReceived:_406734',b'9' 
b'doubleTwelveTaskFragmentReceived:_1054399',b'3' 
b'doubleTwelveTaskFragmentReceived:_35259',b'6' 
b'doubleTwelveTaskFragmentReceived:_883244',b'6' 
b'doubleTwelveTaskFragmentReceived:_14982',b'6' 
b'doubleTwelveTaskFragmentReceived:_1090087',b'6' 
b'doubleTwelveTaskFragmentReceived:_999104',b'7' 
b'doubleTwelveTaskFragmentReceived:_941357',b'6' 
b'doubleTwelveTaskFragmentReceived:_749260',b'6' 
b'doubleTwelveTaskFragmentReceived:_854925',b'6' 
b'doubleTwelveTaskFragmentReceived:_757267',b'3' 
b'doubleTwelveTaskFragmentReceived:_34238',b'6' 
b'doubleTwelveTaskFragmentReceived:_418404',b'8' 
b'doubleTwelveTaskFragmentReceived:_426600',b'3' 
b'doubleTwelveTaskFragmentReceived:_998204',b'12' 
b'doubleTwelveTaskFragmentReceived:_223918',b'12' 
b'doubleTwelveTaskFragmentReceived:_997292',b'3' 
b'doubleTwelveTaskFragmentReceived:_313201',b'8' 
b'doubleTwelveTaskFragmentReceived:_39996',b'12' 
b'doubleTwelveTaskFragmentReceived:_990837',b'9' 
b'doubleTwelveTaskFragmentReceived:_878807',b'15' 
b'doubleTwelveTaskFragmentReceived:_1032917',b'12' 
b'doubleTwelveTaskFragmentReceived:_642928',b'2' 
b'doubleTwelveTaskFragmentReceived:_898181',b'6' 
b'doubleTwelveTaskFragmentReceived:_801429',b'3' 
b'doubleTwelveTaskFragmentReceived:_913157',b'5' 
b'doubleTwelveTaskFragmentReceived:_701749',b'6' 
b'doubleTwelveTaskFragmentReceived:_6335',b'3' 
b'doubleTwelveTaskFragmentReceived:_486176',b'3' 
b'doubleTwelveTaskFragmentReceived:_868826',b'3' 
b'doubleTwelveTaskFragmentReceived:_230408',b'3' 
b'doubleTwelveTaskFragmentReceived:_9161',b'5' 
b'doubleTwelveTaskFragmentReceived:_1014365',b'3' 
b'doubleTwelveTaskFragmentReceived:_674031',b'6' 
b'doubleTwelveTaskFragmentReceived:_150010',b'6' 
b'doubleTwelveTaskFragmentReceived:_841652',b'12' 
b'doubleTwelveTaskFragmentReceived:_1048940',b'6' 
b'doubleTwelveTaskFragmentReceived:_133907',b'2' 
b'doubleTwelveTaskFragmentReceived:_352700',b'6' 
b'doubleTwelveTaskFragmentReceived:_612968',b'3' 
b'doubleTwelveTaskFragmentReceived:_742659',b'11' 
